url,title,authors,abstract,keywords,tldr,pdf_url,type
https://openreview.net/forum?id=OoCtLuIbD7,Orthrus: Towards Evolutionary and Functional RNA Foundation Models,"['Philip Fradkin', 'Ruian Shi', 'Keren Isaev', 'Brendan Frey', 'Quaid Morris', 'Leo J Lee', 'BO WANG']","In the face of rapidly accumulating genomic data, our understanding of the RNA regulatory code remains incomplete. Pre-trained genomic foundation models offer an avenue to adapt learned RNA representations to biological prediction tasks. However, existing genomic foundation models are trained using strategies borrowed from textual or visual domains, such as masked language modelling or next token prediction, that do not leverage biological domain knowledge. Here, we introduce Orthrus, a mamba based RNA foundation model pre-trained using a novel self-supervised contrastive learning objective with biological augmentations. Orthrus is trained by maximizing embedding similarity between curated pairs of RNA transcripts, where pairs are formed from splice isoforms of 10 model organisms and transcripts from orthologous genes in 400+ mammalian species from the Zoonomia Project. This training objective results in a latent representation that clusters RNA sequences with functional and evolutionary similarities. We find that the generalized mature RNA isoform representations learned by Orthrus significantly outperform existing genomic foundation models on five mRNA property prediction tasks, and requires only a fraction of fine-tuning data to do so.","['Contrastive Learning', 'Genomics', 'Self-Supervised Learning', 'RNA', 'Orthology', 'Representation Learning', 'Alternative Splicing', 'Few-shot Learning']",,https://openreview.net/pdf?id=OoCtLuIbD7,spotlight
https://openreview.net/forum?id=zC8AJaKAbb,A Deep Learning Approach for RNA-Compound Interaction Prediction with Binding Site Interpretability,"['Haelee Bae', 'Hojung Nam']","RNA-compound interaction prediction is crucial for expanding the therapeutic target space beyond proteins. However, existing models are limited by data scarcity and often lack interpretability. We present DeepRNA-DTI, the first sequence-based deep learning model for RNA-compound interaction prediction. Our model leverages pretrained embeddings from RNA-FM for RNA sequences and MoleBERT for compounds, capturing complex interaction patterns through attention mechanisms. DeepRNA-DTI jointly predicts drug-target interactions (DTI) and RNA binding sites, enhancing interpretability. Trained on datasets from the Protein Data Bank (PDB) and literature, DeepRNA-DTI demonstrates improved performance in RNA-compound interaction tasks compared to existing methods. Our approach offers valuable insights into binding sites and opens new avenues for RNA-targeted drug discovery.","['RNA-compound interaction', 'deep learning', 'binding information', 'RNA sequence']",,https://openreview.net/pdf?id=zC8AJaKAbb,spotlight
https://openreview.net/forum?id=DgM6coUWZp,DeepProtein: Deep Learning Library and Benchmark for Protein Sequence Learning,"['Jiaqing Xie', 'Yue Zhao', 'Tianfan Fu']","In recent years, deep learning has revolutionized the field of protein science, enabling advancements in predicting protein properties, structural folding and interactions. This paper presents DeepProtein, a comprehensive and user-friendly deep learning library specifically designed for protein-related tasks. DeepProtein integrates a couple of state-of-the-art neural network architectures, which include convolutional neural network (CNN), recurrent neural network (RNN), transformer, graph neural network (GNN), and graph transformer (GT). It provides user-friendly interfaces, facilitating domain researchers in applying deep learning techniques to protein data. Also, we curate a benchmark that evaluates these neural architectures on a variety of protein tasks, including protein function prediction, protein localization prediction, and protein-protein interaction prediction, showcasing its superior performance and scalability. Additionally, we provide detailed documentation and tutorials to promote accessibility and encourage reproducible research. This is a library that is extended from a well-
known drug discovery library, DeepPurpose. The library is publicly available at
https://anonymous.4open.science/r/DeepProtein-F8FE.","['large molecule learning', 'protein sequence learning', 'antibody', 'benchmark', 'library', 'graph neural network', 'transformer', 'convolutional neural network']",,https://openreview.net/pdf?id=DgM6coUWZp,spotlight
https://openreview.net/forum?id=0KAFbnTAdW,Computational Antigen Optimization through Symbolic Optimization and Affinity Maturation Simulation,"['Jonathan G. Faris', 'Mikel Landajuela', 'Kayla G. Sprenger', 'Daniel faissol', 'Felipe Leno da Silva']","With the recent, significant improvement of computational tools for protein interaction prediction, the use of machine learning to support the development of vaccination regimens brings with it new hope for diseases which, so far, have eluded our best efforts at finding a cure, like HIV. We here propose BIOVAX, a novel pipeline combining symbolic optimization with affinity maturation simulation to generate highly-optimized antigens intended for vaccination development. We perform an in silico evaluation using real HIV targets, and show that the antigen designed by BIOVAX elicit estimated antibodies that bind more strongly to a diverse, global panel of real HIV viruses than both the parent sequence, and other computationally-designed antigen baselines available in the literature. BIOVAX is our first step towards a new generation of AI-assisted vaccine development pipelines.","['symbolic optimization', 'antigen design', 'vaccine design', 'HIV', 'affinity maturation']",,https://openreview.net/pdf?id=0KAFbnTAdW,spotlight
https://openreview.net/forum?id=df28S7MoDt,"Alignment-based and protein foundation models for viral evolution, vaccines and vectors","['Sarah Gurev', 'Noor Youssef', 'Navami Jain', 'Debora Susan Marks']","Protein mutation effect prediction has advanced several fields, from designing enzymes to forecasting viral evolution. These models are typically trained on sequence data, structural data, or a combination of both. Sequence-based models learn constraints governing protein structure and function from sequence data and fall broadly into two categories: alignment-based models and protein language models (PLMs). We provide the first detailed comparison of modeling approaches specifically for viruses. We curated a dataset of over 59 standardized viral deep mutational scanning assays and assessed the relative performance of three alignment-based models (PSSM, EVmutation, and EVE), three PLMs (ESM-1v, Tranception, and VESPA), and two versions of SaProt, a structurally-aware protein language model (SaProt-AF2 and SaProt-PDB). Interestingly, deeper alignments often led to worse performance for alignment-based models. On the other hand, PLMs tended to perform better as the size of the training database increased. Overall, alignment-based models outperformed sequence-only PLMs, while the best alignment based model performed on par with SaProt-PDB. Our findings suggest that modeling strategies that are effective for other taxa may not translate directly to viruses, likely due to the limited number of viral sequences used for training. However, incorporating additional virus-specific data into PLMs could enhance their predictive power for viral mutation effects, important for understanding viral evolution and the design of vaccines and viral vectors.","['protein language models', 'viral evolution', 'vaccines']",,https://openreview.net/pdf?id=df28S7MoDt,spotlight
https://openreview.net/forum?id=p3uRSmuJmX,Directly Optimizing for Synthesizability in Generative Molecular Design using Retrosynthesis Models,"['Jeff Guo', 'Philippe Schwaller']","Synthesizability in generative molecular design remains a pressing challenge. Existing methods to assess synthesizability span heuristics-based methods, retrosynthesis models, and synthesizability-constrained molecular generation. The latter has become increasingly prevalent and proceeds by defining a set of permitted actions a model can take when generating molecules, such that all generations are anchored in ""synthetically-feasible"" chemical transformations. To date, retrosynthesis models have been mostly used as a post-hoc filtering tool as their inference cost remains prohibitive to use directly in an optimization loop. In this work, we show that with a sufficiently sample-efficient generative model, it is straightforward to directly optimize for synthesizability using retrosynthesis models in goal-directed generation. Under a heavily-constrained computational budget, our model can generate molecules satisfying a multi-parameter drug discovery optimization task while being synthesizable, as deemed by the retrosynthesis model.","['generative molecular design', 'synthesizability', 'general-purpose models', 'drug discovery']",,https://openreview.net/pdf?id=p3uRSmuJmX,spotlight
https://openreview.net/forum?id=yvco9cpMjp,IgBlend: Unifying 3D Structure and Sequence for Antibody LLMs,"['Cedric Malherbe', 'Talip Ucar']","Large language models (LLMs) trained on antibody sequences have shown significant potential in the rapidly advancing field of machine learning-assisted antibody engineering and drug discovery. However, current state-of-the-art antibody LLMs often overlook structural information, which could enable the model to more effectively learn the functional properties of antibodies by providing richer, more informative data. In response to this limitation, we introduce IgBend, which integrates both the 3D coordinates of backbone atoms (C-alpha, N, and C) and antibody sequences. Our model is trained on a diverse dataset containing over 4 million unique structures and more than 200 million unique sequences, including heavy and light chains as well as nanobodies. We rigorously evaluate IgBend using established benchmarks such as sequence recovery, complementarity-determining region (CDR) editing and inverse folding and demonstrate that \modelname~consistently outperforms current state-of-the-art models across all benchmarks.","['LLMs', 'antibodies', 'deep-learning', 'structure']",,https://openreview.net/pdf?id=yvco9cpMjp,spotlight
https://openreview.net/forum?id=yaGLzGiVZS,Fine-Tuning Discrete Diffusion Models via Reward Optimization with Applications to DNA and Protein Design,"['Chenyu Wang', 'Masatoshi Uehara', 'Yichun He', 'Amy Wang', 'Tommaso Biancalani', 'Avantika Lal', 'Tommi Jaakkola', 'Sergey Levine', 'Hanchen', 'Aviv Regev']","Recent studies have demonstrated the strong empirical performance of diffusion models on discrete sequences (i.e., discrete diffusion models) across domains from natural language to biological sequence generation. For example, in the protein inverse folding task, where the goal is to generate a protein sequence from a given backbone structure, conditional diffusion models have achieved impressive results in generating natural-like sequences that fold back into the original structure. However, practical design tasks often require not only modeling a conditional distribution but also optimizing specific task objectives. For instance, in the inverse folding task, we may prefer protein sequences with high stability. To address this, we consider the scenario where we have pre-trained discrete diffusion models that can generate natural-like sequences, as well as reward models that map sequences to task objectives. We then formulate the reward maximization problem within discrete diffusion models, analogous to reinforcement learning (RL), while minimizing the KL divergence against pretrained diffusion models to preserve naturalness. To solve this RL problem, we propose a novel algorithm, DRAKES, that enables direct backpropagation of rewards through entire trajectories generated by diffusion models,
by making the originally non-differentiable trajectories differentiable using the Gumbel-Softmax trick.
Our theoretical analysis indicates that our approach can generate sequences that are both natural-like (i.e., have a high probability under a pretrained model) and yield high rewards.
While similar tasks have been recently explored in diffusion models for continuous domains, our work addresses unique algorithmic and theoretical challenges specific to discrete diffusion models, which arise from their foundation in continuous-time Markov chains rather than Brownian motion. Finally, we demonstrate the effectiveness of our algorithm in generating DNA and protein sequences that optimize enhancer activity and protein stability, respectively, important tasks for gene therapies and protein-based therapeutics.","['Discrete Diffusion Models', 'Reward Optimization', 'Fine-Tuning', 'AI for science', 'Reinforcement learning']",,https://openreview.net/pdf?id=yaGLzGiVZS,accept
https://openreview.net/forum?id=FKCYEbSaE1,Disentangling the Peptide Space: A Contrastive Approach with Wasserstein Autoencoders,"['Mihir Agarwal', 'Progyan Das']","Antimicrobial peptides (AMPs) have been shown to be promising therapeutic approaches against antibiotic-resistant pathogens. In the ongoing search for new AMPs, data-driven methods, especially generative models, have become indispensable tools for expediting discovery. We introduce a novel architecture, \textbf{Contrastive Wasserstein Autoencoder (C-WAE)}, designed for the \textit{de novo} generation of AMP candidates by establishing a discriminative latent space of amino acid sequences. The architecture combines Wasserstein distance metrics with a contrastive loss function to achieve a highly separable latent space where AMPs and non-AMPs are distinctly classified. Further, a predictive models trained on a separate validation set could correctly classify as antimicrobial >90\% of samples. Empirical evaluations confirm that the C-WAE succeeds in generating high-quality candidate AMPs as predicted by classifier. Our contributions are twofold: 1) A new architecture for candidate AMP generation using contrastive learning, and 2) To the best of our understanding, this is the first study that integrates contrastive learning for the \textit{de novo} synthesis of AMPs.","['Autoencoders', 'Peptides']",,https://openreview.net/pdf?id=FKCYEbSaE1,accept
https://openreview.net/forum?id=jAXfu6PqLp,Training-Free Guidance with Applications to Protein Engineering,"['Lewis Cornwall', 'Joshua Meyers', 'James Day', 'Lilly S Wollman', 'Neil Dalchau', 'Aaron Sim']","Diffusion models facilitate powerful control over the generative process. Here we introduce training-free guidance, a method for sampling from a broad class of conditional distributions that can be considered generalisations of inpainting. The method is grounded in annealed Langevin dynamics which ensures convergence to the exact conditional distribution, unlike popular methods for inpainting which rely on heuristics. We demonstrate training-free guidance using pretrained unconditional models for protein structure, and protein sequence generation and improve upon state-of-the-art approaches. We show the versatility of training-free guidance by addressing a wider range of tasks, including multi-motif scaffolding and amino acid mutagenesis of T cell receptors, with applications to biologics design.","['inpainting', 'diffusion', 'proteins', 'langevin', 'sequence editing', 'floating inpainting']",,https://openreview.net/pdf?id=jAXfu6PqLp,accept
https://openreview.net/forum?id=ZBrSA6x9HN,Learning Protocols for Non-Equilibrium Conformational Free-Energy Estimation Using Optimal Transport and Conditional Flow Matching,"['Lars Holdijk', 'Michael M. Bronstein', 'Max Welling']","Accurate estimation of conformational free-energy differences is crucial in drug discovery, particularly for understanding protein-ligand stability and transitions that dictate drug binding and selectivity. Despite its importance, machine learning (ML) applications in this area remain limited, with existing methods relying on exhaustive equilibrium sampling of the Boltzmann distribution. We present an alternative approach using the Generalised Jarzynski Equality from non-equilibrium thermodynamics to estimate free-energy differences without equilibrium sampling. Specifically, we focus on deriving optimal minimal work protocols to switch between conformational states, leveraging Optimal Transport theory and proposing an efficient Conditional Flow Matching-based method to learn these protocols. Our experiments demonstrate the effectiveness of this approach in accurately estimating conformational free energies. Future work will aim to scale this method to larger, more complex systems relevant to drug development.",['Conformational Free-Energy; Jarzynski; Optimal Protocols; Optimal Transport; Conditional Flow Matching'],,https://openreview.net/pdf?id=ZBrSA6x9HN,accept
https://openreview.net/forum?id=WLAMEZzu0p,GeneGench: Systematic Evaluation of Genomic Foundation Models and Beyond,"['Zicheng Liu', 'Jiahui Li', 'Lei Xin', 'Siyuan Li', 'Chang Yu', 'Zelin Zang', 'Cheng Tan', 'Yufei Huang', 'yajingbai', 'Jun Xia', 'Stan Z. Li']","The Genomic Foundation Model (GFM) paradigm is expected to facilitate the extraction of generalizable representations from massive genomic data, thereby enabling their application across a spectrum of downstream applications. Despite advancements, a lack of evaluation framework makes it difficult to ensure equitable assessment due to experimental settings, model intricacy, benchmark datasets, and reproducibility challenges. In the absence of standardization, comparative analyses risk becoming biased and unreliable. To surmount this impasse, we introduce GeneBench, a comprehensive benchmarking suite specifically tailored for evaluating the efficacy of Genomic Foundation Models. GeneBench offers a modular and expandable framework that encapsulates a variety of state-of-the-art methodologies. Through systematic evaluations of datasets spanning diverse biological domains with a particular emphasis on both short-range and long-range genomic tasks, firstly including the three most important DNA tasks covering Coding Region, Non-Coding Region, Genome Structure, etc. Our results on GenBench have led to an interesting discovery: regardless of the number of parameters, the noticeable variation in preference between attention-based and convolution-based models for short- and long-range tasks could offer valuable insights for the future development of GFM. As a result, we propose a straightforward modified model called Genhybrid, which is an effective and efficient convolution-attention hybrid model suitable for all tasks.","['genetic foundation model', 'benchmark', 'hybrid model']",,https://openreview.net/pdf?id=WLAMEZzu0p,accept
